file,percent,plain_decode_ok,enc_decode_ok
Colin_Powell\Colin_Powell_0051.png,8,1,1
Colin_Powell\Colin_Powell_0051.png,10,1,1
Colin_Powell\Colin_Powell_0051.png,12,1,1
Colin_Powell\Colin_Powell_0051.png,15,1,1
Colin_Powell\Colin_Powell_0052.png,0,1,1
Colin_Powell\Colin_Powell_0052.png,2,1,1
Colin_Powell\Colin_Powell_0052.png,4,1,1
Colin_Powell\Colin_Powell_0052.png,6,1,1
Colin_Powell\Colin_Powell_0052.png,8,1,1
Colin_Powell\Colin_Powell_0052.png,10,1,1
Colin_Powell\Colin_Powell_0052.png,12,1,1
Colin_Powell\Colin_Powell_0052.png,15,1,1
Colin_Powell\Colin_Powell_0053.png,0,1,1
Colin_Powell\Colin_Powell_0053.png,2,1,1
Colin_Powell\Colin_Powell_0053.png,4,1,1
Colin_Powell\Colin_Powell_0053.png,6,1,1
Colin_Powell\Colin_Powell_0053.png,8,1,1
Colin_Powell\Colin_Powell_0053.png,10,1,1
Colin_Powell\Colin_Powell_0053.png,12,1,1
Colin_Powell\Colin_Powell_0053.png,15,1,1
Colin_Powell\Colin_Powell_0054.png,0,1,1
Colin_Powell\Colin_Powell_0054.png,2,1,1
Colin_Powell\Colin_Powell_0054.png,4,1,1
Colin_Powell\Colin_Powell_0054.png,6,1,1
Colin_Powell\Colin_Powell_0054.png,8,1,1
Colin_Powell\Colin_Powell_0054.png,10,1,1
Colin_Powell\Colin_Powell_0054.png,12,1,1
Colin_Powell\Colin_Powell_0054.png,15,1,1
Colin_Powell\Colin_Powell_0055.png,0,1,1
Colin_Powell\Colin_Powell_0055.png,2,1,1
Colin_Powell\Colin_Powell_0055.png,4,1,1
Colin_Powell\Colin_Powell_0055.png,6,1,1
Colin_Powell\Colin_Powell_0055.png,8,1,1
Colin_Powell\Colin_Powell_0055.png,10,1,1
Colin_Powell\Colin_Powell_0055.png,12,1,1
Colin_Powell\Colin_Powell_0055.png,15,1,1
Colin_Powell\Colin_Powell_0056.png,0,1,1
Colin_Powell\Colin_Powell_0056.png,2,1,1
Colin_Powell\Colin_Powell_0056.png,4,1,1
Colin_Powell\Colin_Powell_0056.png,6,1,1
Colin_Powell\Colin_Powell_0056.png,8,1,1
Colin_Powell\Colin_Powell_0056.png,10,1,1
Colin_Powell\Colin_Powell_0056.png,12,1,1
Colin_Powell\Colin_Powell_0056.png,15,1,1
Colin_Powell\Colin_Powell_0057.png,0,1,1
Colin_Powell\Colin_Powell_0057.png,2,1,1
Colin_Powell\Colin_Powell_0057.png,4,1,1
Colin_Powell\Colin_Powell_0057.png,6,1,1
Colin_Powell\Colin_Powell_0057.png,8,1,1
Colin_Powell\Colin_Powell_0057.png,10,1,1
Colin_Powell\Colin_Powell_0057.png,12,1,1
Colin_Powell\Colin_Powell_0057.png,15,1,1
Colin_Powell\Colin_Powell_0058.png,0,1,1
Colin_Powell\Colin_Powell_0058.png,2,1,1
Colin_Powell\Colin_Powell_0058.png,4,1,1
Colin_Powell\Colin_Powell_0058.png,6,1,1
Colin_Powell\Colin_Powell_0058.png,8,1,1
Colin_Powell\Colin_Powell_0058.png,10,1,1
Colin_Powell\Colin_Powell_0058.png,12,1,1
Colin_Powell\Colin_Powell_0058.png,15,1,1
Colin_Powell\Colin_Powell_0059.png,0,1,1
Colin_Powell\Colin_Powell_0059.png,2,1,1
Colin_Powell\Colin_Powell_0059.png,4,1,1
Colin_Powell\Colin_Powell_0059.png,6,1,1
Colin_Powell\Colin_Powell_0059.png,8,1,1
Colin_Powell\Colin_Powell_0059.png,10,1,1
Colin_Powell\Colin_Powell_0059.png,12,1,1
Colin_Powell\Colin_Powell_0059.png,15,1,1
Colin_Powell\Colin_Powell_0060.png,0,1,1
Colin_Powell\Colin_Powell_0060.png,2,1,1
Colin_Powell\Colin_Powell_0060.png,4,1,1
Colin_Powell\Colin_Powell_0060.png,6,1,1
Colin_Powell\Colin_Powell_0060.png,8,1,1
Colin_Powell\Colin_Powell_0060.png,10,1,1
Colin_Powell\Colin_Powell_0060.png,12,1,1
Colin_Powell\Colin_Powell_0060.png,15,1,1
Colin_Powell\Colin_Powell_0061.png,0,1,1
Colin_Powell\Colin_Powell_0061.png,2,1,1
Colin_Powell\Colin_Powell_0061.png,4,1,1
Colin_Powell\Colin_Powell_0061.png,6,1,1
Colin_Powell\Colin_Powell_0061.png,8,1,1
Colin_Powell\Colin_Powell_0061.png,10,1,1
Colin_Powell\Colin_Powell_0061.png,12,1,1
Colin_Powell\Colin_Powell_0061.png,15,1,1
Colin_Powell\Colin_Powell_0062.png,0,1,1
Colin_Powell\Colin_Powell_0062.png,2,1,1
Colin_Powell\Colin_Powell_0062.png,4,1,1
Colin_Powell\Colin_Powell_0062.png,6,1,1
Colin_Powell\Colin_Powell_0062.png,8,1,1
Colin_Powell\Colin_Powell_0062.png,10,1,1
Colin_Powell\Colin_Powell_0062.png,12,1,1
Colin_Powell\Colin_Powell_0062.png,15,1,1
Colin_Powell\Colin_Powell_0063.png,0,1,1
Colin_Powell\Colin_Powell_0063.png,2,1,1
Colin_Powell\Colin_Powell_0063.png,4,1,1
Colin_Powell\Colin_Powell_0063.png,6,1,1
Colin_Powell\Colin_Powell_0063.png,8,1,1
Colin_Powell\Colin_Powell_0063.png,10,1,1
Colin_Powell\Colin_Powell_0063.png,12,1,1
Colin_Powell\Colin_Powell_0063.png,15,1,1
Colin_Powell\Colin_Powell_0064.png,0,1,1
Colin_Powell\Colin_Powell_0064.png,2,1,1
Colin_Powell\Colin_Powell_0064.png,4,1,1
Colin_Powell\Colin_Powell_0064.png,6,1,1
Colin_Powell\Colin_Powell_0064.png,8,1,1
Colin_Powell\Colin_Powell_0064.png,10,1,1
Colin_Powell\Colin_Powell_0064.png,12,1,1
Colin_Powell\Colin_Powell_0064.png,15,1,1
Colin_Powell\Colin_Powell_0065.png,0,1,1
Colin_Powell\Colin_Powell_0065.png,2,1,1
Colin_Powell\Colin_Powell_0065.png,4,1,1
Colin_Powell\Colin_Powell_0065.png,6,1,1
Colin_Powell\Colin_Powell_0065.png,8,1,1
Colin_Powell\Colin_Powell_0065.png,10,1,1
Colin_Powell\Colin_Powell_0065.png,12,1,1
Colin_Powell\Colin_Powell_0065.png,15,1,1
Colin_Powell\Colin_Powell_0066.png,0,1,1
Colin_Powell\Colin_Powell_0066.png,2,1,1
Colin_Powell\Colin_Powell_0066.png,4,1,1
Colin_Powell\Colin_Powell_0066.png,6,1,1
Colin_Powell\Colin_Powell_0066.png,8,1,1
Colin_Powell\Colin_Powell_0066.png,10,1,1
Colin_Powell\Colin_Powell_0066.png,12,1,1
Colin_Powell\Colin_Powell_0066.png,15,1,1
Colin_Powell\Colin_Powell_0067.png,0,1,1
Colin_Powell\Colin_Powell_0067.png,2,1,1
Colin_Powell\Colin_Powell_0067.png,4,1,1
Colin_Powell\Colin_Powell_0067.png,6,1,1
Colin_Powell\Colin_Powell_0067.png,8,1,1
Colin_Powell\Colin_Powell_0067.png,10,1,1
Colin_Powell\Colin_Powell_0067.png,12,1,1
Colin_Powell\Colin_Powell_0067.png,15,1,1
Colin_Powell\Colin_Powell_0068.png,0,1,1
Colin_Powell\Colin_Powell_0068.png,2,1,1
Colin_Powell\Colin_Powell_0068.png,4,1,1
Colin_Powell\Colin_Powell_0068.png,6,1,1
Colin_Powell\Colin_Powell_0068.png,8,1,1
Colin_Powell\Colin_Powell_0068.png,10,1,1
Colin_Powell\Colin_Powell_0068.png,12,1,1
Colin_Powell\Colin_Powell_0068.png,15,1,1
Colin_Powell\Colin_Powell_0069.png,0,1,1
Colin_Powell\Colin_Powell_0069.png,2,1,1
Colin_Powell\Colin_Powell_0069.png,4,1,1
Colin_Powell\Colin_Powell_0069.png,6,1,1
Colin_Powell\Colin_Powell_0069.png,8,1,1
Colin_Powell\Colin_Powell_0069.png,10,1,1
Colin_Powell\Colin_Powell_0069.png,12,1,1
Colin_Powell\Colin_Powell_0069.png,15,1,1
Colin_Powell\Colin_Powell_0070.png,0,1,1
Colin_Powell\Colin_Powell_0070.png,2,1,1
Colin_Powell\Colin_Powell_0070.png,4,1,1
Colin_Powell\Colin_Powell_0070.png,6,1,1
Colin_Powell\Colin_Powell_0070.png,8,1,1
Colin_Powell\Colin_Powell_0070.png,10,1,1
Colin_Powell\Colin_Powell_0070.png,12,1,1
Colin_Powell\Colin_Powell_0070.png,15,1,1
Colin_Powell\Colin_Powell_0071.png,0,1,1
Colin_Powell\Colin_Powell_0071.png,2,1,1
Colin_Powell\Colin_Powell_0071.png,4,1,1
Colin_Powell\Colin_Powell_0071.png,6,1,1
Colin_Powell\Colin_Powell_0071.png,8,1,1
Colin_Powell\Colin_Powell_0071.png,10,1,1
Colin_Powell\Colin_Powell_0071.png,12,1,1
Colin_Powell\Colin_Powell_0071.png,15,1,1
Colin_Powell\Colin_Powell_0072.png,0,1,1
Colin_Powell\Colin_Powell_0072.png,2,1,1
Colin_Powell\Colin_Powell_0072.png,4,1,1
Colin_Powell\Colin_Powell_0072.png,6,1,1
Colin_Powell\Colin_Powell_0072.png,8,1,1
Colin_Powell\Colin_Powell_0072.png,10,1,1
Colin_Powell\Colin_Powell_0072.png,12,1,1
Colin_Powell\Colin_Powell_0072.png,15,1,1
Colin_Powell\Colin_Powell_0073.png,0,1,1
Colin_Powell\Colin_Powell_0073.png,2,1,1
Colin_Powell\Colin_Powell_0073.png,4,1,1
Colin_Powell\Colin_Powell_0073.png,6,1,1
Colin_Powell\Colin_Powell_0073.png,8,1,1
Colin_Powell\Colin_Powell_0073.png,10,1,1
Colin_Powell\Colin_Powell_0073.png,12,1,1
Colin_Powell\Colin_Powell_0073.png,15,1,1
Colin_Powell\Colin_Powell_0074.png,0,1,1
Colin_Powell\Colin_Powell_0074.png,2,1,1
Colin_Powell\Colin_Powell_0074.png,4,1,1
Colin_Powell\Colin_Powell_0074.png,6,1,1
Colin_Powell\Colin_Powell_0074.png,8,1,1
Colin_Powell\Colin_Powell_0074.png,10,1,1
Colin_Powell\Colin_Powell_0074.png,12,1,1
Colin_Powell\Colin_Powell_0074.png,15,1,1
Colin_Powell\Colin_Powell_0075.png,0,1,1
Colin_Powell\Colin_Powell_0075.png,2,1,1
Colin_Powell\Colin_Powell_0075.png,4,1,1
Colin_Powell\Colin_Powell_0075.png,6,1,1
Colin_Powell\Colin_Powell_0075.png,8,1,1
Colin_Powell\Colin_Powell_0075.png,10,1,1
Colin_Powell\Colin_Powell_0075.png,12,1,1
Colin_Powell\Colin_Powell_0075.png,15,1,1
Colin_Powell\Colin_Powell_0076.png,0,1,1
Colin_Powell\Colin_Powell_0076.png,2,1,1
Colin_Powell\Colin_Powell_0076.png,4,1,1
Colin_Powell\Colin_Powell_0076.png,6,1,1
Colin_Powell\Colin_Powell_0076.png,8,1,1
Colin_Powell\Colin_Powell_0076.png,10,1,1
Colin_Powell\Colin_Powell_0076.png,12,1,1
Colin_Powell\Colin_Powell_0076.png,15,1,1
Colin_Powell\Colin_Powell_0077.png,0,1,1
Colin_Powell\Colin_Powell_0077.png,2,1,1
Colin_Powell\Colin_Powell_0077.png,4,1,1
Colin_Powell\Colin_Powell_0077.png,6,1,1
Colin_Powell\Colin_Powell_0077.png,8,1,1
Colin_Powell\Colin_Powell_0077.png,10,1,1
Colin_Powell\Colin_Powell_0077.png,12,1,1
Colin_Powell\Colin_Powell_0077.png,15,1,1
Colin_Powell\Colin_Powell_0078.png,0,1,1
Colin_Powell\Colin_Powell_0078.png,2,1,1
Colin_Powell\Colin_Powell_0078.png,4,1,1
Colin_Powell\Colin_Powell_0078.png,6,1,1
Colin_Powell\Colin_Powell_0078.png,8,1,1
Colin_Powell\Colin_Powell_0078.png,10,1,1
Colin_Powell\Colin_Powell_0078.png,12,1,1
Colin_Powell\Colin_Powell_0078.png,15,1,1
Colin_Powell\Colin_Powell_0079.png,0,1,1
Colin_Powell\Colin_Powell_0079.png,2,1,1
Colin_Powell\Colin_Powell_0079.png,4,1,1
Colin_Powell\Colin_Powell_0079.png,6,1,1
Colin_Powell\Colin_Powell_0079.png,8,1,1
Colin_Powell\Colin_Powell_0079.png,10,1,1
Colin_Powell\Colin_Powell_0079.png,12,1,1
Colin_Powell\Colin_Powell_0079.png,15,1,1
Colin_Powell\Colin_Powell_0080.png,0,1,1
Colin_Powell\Colin_Powell_0080.png,2,1,1
Colin_Powell\Colin_Powell_0080.png,4,1,1
Colin_Powell\Colin_Powell_0080.png,6,1,1
Colin_Powell\Colin_Powell_0080.png,8,1,1
Colin_Powell\Colin_Powell_0080.png,10,1,1
Colin_Powell\Colin_Powell_0080.png,12,1,1
Colin_Powell\Colin_Powell_0080.png,15,1,1
Colin_Powell\Colin_Powell_0081.png,0,1,1
Colin_Powell\Colin_Powell_0081.png,2,1,1
Colin_Powell\Colin_Powell_0081.png,4,1,1
Colin_Powell\Colin_Powell_0081.png,6,1,1
Colin_Powell\Colin_Powell_0081.png,8,1,1
Colin_Powell\Colin_Powell_0081.png,10,1,1
Colin_Powell\Colin_Powell_0081.png,12,1,1
Colin_Powell\Colin_Powell_0081.png,15,1,1
Colin_Powell\Colin_Powell_0082.png,0,1,1
Colin_Powell\Colin_Powell_0082.png,2,1,1
Colin_Powell\Colin_Powell_0082.png,4,1,1
Colin_Powell\Colin_Powell_0082.png,6,1,1
Colin_Powell\Colin_Powell_0082.png,8,1,1
Colin_Powell\Colin_Powell_0082.png,10,1,1
Colin_Powell\Colin_Powell_0082.png,12,1,1
Colin_Powell\Colin_Powell_0082.png,15,1,1
Colin_Powell\Colin_Powell_0083.png,0,1,1
Colin_Powell\Colin_Powell_0083.png,2,1,1
Colin_Powell\Colin_Powell_0083.png,4,1,1
Colin_Powell\Colin_Powell_0083.png,6,1,1
Colin_Powell\Colin_Powell_0083.png,8,1,1
Colin_Powell\Colin_Powell_0083.png,10,1,1
Colin_Powell\Colin_Powell_0083.png,12,1,1
Colin_Powell\Colin_Powell_0083.png,15,1,1
Colin_Powell\Colin_Powell_0084.png,0,1,1
Colin_Powell\Colin_Powell_0084.png,2,1,1
Colin_Powell\Colin_Powell_0084.png,4,1,1
Colin_Powell\Colin_Powell_0084.png,6,1,1
Colin_Powell\Colin_Powell_0084.png,8,1,1
Colin_Powell\Colin_Powell_0084.png,10,1,1
Colin_Powell\Colin_Powell_0084.png,12,1,1
Colin_Powell\Colin_Powell_0084.png,15,1,1
Colin_Powell\Colin_Powell_0085.png,0,1,1
Colin_Powell\Colin_Powell_0085.png,2,1,1
Colin_Powell\Colin_Powell_0085.png,4,1,1
Colin_Powell\Colin_Powell_0085.png,6,1,1
Colin_Powell\Colin_Powell_0085.png,8,1,1
Colin_Powell\Colin_Powell_0085.png,10,1,1
Colin_Powell\Colin_Powell_0085.png,12,1,1
Colin_Powell\Colin_Powell_0085.png,15,1,1
Colin_Powell\Colin_Powell_0086.png,0,1,1
Colin_Powell\Colin_Powell_0086.png,2,1,1
Colin_Powell\Colin_Powell_0086.png,4,1,1
Colin_Powell\Colin_Powell_0086.png,6,1,1
Colin_Powell\Colin_Powell_0086.png,8,1,1
Colin_Powell\Colin_Powell_0086.png,10,1,1
Colin_Powell\Colin_Powell_0086.png,12,1,1
Colin_Powell\Colin_Powell_0086.png,15,1,1
Colin_Powell\Colin_Powell_0087.png,0,1,1
Colin_Powell\Colin_Powell_0087.png,2,1,1
Colin_Powell\Colin_Powell_0087.png,4,1,1
Colin_Powell\Colin_Powell_0087.png,6,1,1
Colin_Powell\Colin_Powell_0087.png,8,1,1
Colin_Powell\Colin_Powell_0087.png,10,1,1
Colin_Powell\Colin_Powell_0087.png,12,1,1
Colin_Powell\Colin_Powell_0087.png,15,1,1
Colin_Powell\Colin_Powell_0088.png,0,1,1
Colin_Powell\Colin_Powell_0088.png,2,1,1
Colin_Powell\Colin_Powell_0088.png,4,1,1
Colin_Powell\Colin_Powell_0088.png,6,1,1
Colin_Powell\Colin_Powell_0088.png,8,1,1
Colin_Powell\Colin_Powell_0088.png,10,1,1
Colin_Powell\Colin_Powell_0088.png,12,1,1
Colin_Powell\Colin_Powell_0088.png,15,1,1
Colin_Powell\Colin_Powell_0089.png,0,1,1
Colin_Powell\Colin_Powell_0089.png,2,1,1
Colin_Powell\Colin_Powell_0089.png,4,1,1
Colin_Powell\Colin_Powell_0089.png,6,1,1
Colin_Powell\Colin_Powell_0089.png,8,1,1
Colin_Powell\Colin_Powell_0089.png,10,1,1
Colin_Powell\Colin_Powell_0089.png,12,1,1
Colin_Powell\Colin_Powell_0089.png,15,1,1
Colin_Powell\Colin_Powell_0090.png,0,1,1
Colin_Powell\Colin_Powell_0090.png,2,1,1
Colin_Powell\Colin_Powell_0090.png,4,1,1
Colin_Powell\Colin_Powell_0090.png,6,1,1
Colin_Powell\Colin_Powell_0090.png,8,1,1
Colin_Powell\Colin_Powell_0090.png,10,1,1
Colin_Powell\Colin_Powell_0090.png,12,1,1
Colin_Powell\Colin_Powell_0090.png,15,1,1
Colin_Powell\Colin_Powell_0091.png,0,1,1
Colin_Powell\Colin_Powell_0091.png,2,1,1
Colin_Powell\Colin_Powell_0091.png,4,1,1
Colin_Powell\Colin_Powell_0091.png,6,1,1
Colin_Powell\Colin_Powell_0091.png,8,1,1
Colin_Powell\Colin_Powell_0091.png,10,1,1
Colin_Powell\Colin_Powell_0091.png,12,1,1
Colin_Powell\Colin_Powell_0091.png,15,1,1
Colin_Powell\Colin_Powell_0092.png,0,1,1
Colin_Powell\Colin_Powell_0092.png,2,1,1
Colin_Powell\Colin_Powell_0092.png,4,1,1
Colin_Powell\Colin_Powell_0092.png,6,1,1
Colin_Powell\Colin_Powell_0092.png,8,1,1
Colin_Powell\Colin_Powell_0092.png,10,1,1
Colin_Powell\Colin_Powell_0092.png,12,1,1
Colin_Powell\Colin_Powell_0092.png,15,1,1
Colin_Powell\Colin_Powell_0093.png,0,1,1
Colin_Powell\Colin_Powell_0093.png,2,1,1
Colin_Powell\Colin_Powell_0093.png,4,1,1
Colin_Powell\Colin_Powell_0093.png,6,1,1
Colin_Powell\Colin_Powell_0093.png,8,1,1
Colin_Powell\Colin_Powell_0093.png,10,1,1
Colin_Powell\Colin_Powell_0093.png,12,1,1
Colin_Powell\Colin_Powell_0093.png,15,1,1
Colin_Powell\Colin_Powell_0094.png,0,1,1
Colin_Powell\Colin_Powell_0094.png,2,1,1
Colin_Powell\Colin_Powell_0094.png,4,1,1
Colin_Powell\Colin_Powell_0094.png,6,1,1
Colin_Powell\Colin_Powell_0094.png,8,1,1
Colin_Powell\Colin_Powell_0094.png,10,1,1
Colin_Powell\Colin_Powell_0094.png,12,1,1
Colin_Powell\Colin_Powell_0094.png,15,1,1
Colin_Powell\Colin_Powell_0095.png,0,1,1
Colin_Powell\Colin_Powell_0095.png,2,1,1
Colin_Powell\Colin_Powell_0095.png,4,1,1
Colin_Powell\Colin_Powell_0095.png,6,1,1
Colin_Powell\Colin_Powell_0095.png,8,1,1
Colin_Powell\Colin_Powell_0095.png,10,1,1
Colin_Powell\Colin_Powell_0095.png,12,1,1
Colin_Powell\Colin_Powell_0095.png,15,1,1
Colin_Powell\Colin_Powell_0096.png,0,1,1
Colin_Powell\Colin_Powell_0096.png,2,1,1
Colin_Powell\Colin_Powell_0096.png,4,1,1
Colin_Powell\Colin_Powell_0096.png,6,1,1
Colin_Powell\Colin_Powell_0096.png,8,1,1
Colin_Powell\Colin_Powell_0096.png,10,1,1
Colin_Powell\Colin_Powell_0096.png,12,1,1
Colin_Powell\Colin_Powell_0096.png,15,1,1
Colin_Powell\Colin_Powell_0097.png,0,1,1
Colin_Powell\Colin_Powell_0097.png,2,1,1
Colin_Powell\Colin_Powell_0097.png,4,1,1
Colin_Powell\Colin_Powell_0097.png,6,1,1
Colin_Powell\Colin_Powell_0097.png,8,1,1
Colin_Powell\Colin_Powell_0097.png,10,1,1
Colin_Powell\Colin_Powell_0097.png,12,1,1
Colin_Powell\Colin_Powell_0097.png,15,1,1
Colin_Powell\Colin_Powell_0098.png,0,1,1
Colin_Powell\Colin_Powell_0098.png,2,1,1
Colin_Powell\Colin_Powell_0098.png,4,1,1
Colin_Powell\Colin_Powell_0098.png,6,1,1
Colin_Powell\Colin_Powell_0098.png,8,1,1
Colin_Powell\Colin_Powell_0098.png,10,1,1
Colin_Powell\Colin_Powell_0098.png,12,1,1
Colin_Powell\Colin_Powell_0098.png,15,1,1
Colin_Powell\Colin_Powell_0099.png,0,1,1
Colin_Powell\Colin_Powell_0099.png,2,1,1
Colin_Powell\Colin_Powell_0099.png,4,1,1
Colin_Powell\Colin_Powell_0099.png,6,1,1
Colin_Powell\Colin_Powell_0099.png,8,1,1
Colin_Powell\Colin_Powell_0099.png,10,1,1
Colin_Powell\Colin_Powell_0099.png,12,1,1
Colin_Powell\Colin_Powell_0099.png,15,1,1
Colin_Powell\Colin_Powell_0100.png,0,1,1
Colin_Powell\Colin_Powell_0100.png,2,1,1
Colin_Powell\Colin_Powell_0100.png,4,1,1
Colin_Powell\Colin_Powell_0100.png,6,1,1
Colin_Powell\Colin_Powell_0100.png,8,1,1
Colin_Powell\Colin_Powell_0100.png,10,1,1
Colin_Powell\Colin_Powell_0100.png,12,1,1
Colin_Powell\Colin_Powell_0100.png,15,1,1
Colin_Powell\Colin_Powell_0101.png,0,1,1
Colin_Powell\Colin_Powell_0101.png,2,1,1
Colin_Powell\Colin_Powell_0101.png,4,1,1
Colin_Powell\Colin_Powell_0101.png,6,1,1
Colin_Powell\Colin_Powell_0101.png,8,1,1
Colin_Powell\Colin_Powell_0101.png,10,1,1
Colin_Powell\Colin_Powell_0101.png,12,1,1
Colin_Powell\Colin_Powell_0101.png,15,1,1
Colin_Powell\Colin_Powell_0102.png,0,1,1
Colin_Powell\Colin_Powell_0102.png,2,1,1
Colin_Powell\Colin_Powell_0102.png,4,1,1
Colin_Powell\Colin_Powell_0102.png,6,1,1
Colin_Powell\Colin_Powell_0102.png,8,1,1
Colin_Powell\Colin_Powell_0102.png,10,1,1
Colin_Powell\Colin_Powell_0102.png,12,1,1
Colin_Powell\Colin_Powell_0102.png,15,1,1
Colin_Powell\Colin_Powell_0103.png,0,1,1
Colin_Powell\Colin_Powell_0103.png,2,1,1
Colin_Powell\Colin_Powell_0103.png,4,1,1
Colin_Powell\Colin_Powell_0103.png,6,1,1
Colin_Powell\Colin_Powell_0103.png,8,1,1
Colin_Powell\Colin_Powell_0103.png,10,1,1
Colin_Powell\Colin_Powell_0103.png,12,1,1
Colin_Powell\Colin_Powell_0103.png,15,1,1
Colin_Powell\Colin_Powell_0104.png,0,1,1
Colin_Powell\Colin_Powell_0104.png,2,1,1
Colin_Powell\Colin_Powell_0104.png,4,1,1
Colin_Powell\Colin_Powell_0104.png,6,1,1
Colin_Powell\Colin_Powell_0104.png,8,1,1
Colin_Powell\Colin_Powell_0104.png,10,1,1
Colin_Powell\Colin_Powell_0104.png,12,1,1
Colin_Powell\Colin_Powell_0104.png,15,1,1
Colin_Powell\Colin_Powell_0105.png,0,1,1
Colin_Powell\Colin_Powell_0105.png,2,1,1
Colin_Powell\Colin_Powell_0105.png,4,1,1
Colin_Powell\Colin_Powell_0105.png,6,1,1
Colin_Powell\Colin_Powell_0105.png,8,1,1
Colin_Powell\Colin_Powell_0105.png,10,1,1
Colin_Powell\Colin_Powell_0105.png,12,1,1
Colin_Powell\Colin_Powell_0105.png,15,1,1
Colin_Powell\Colin_Powell_0106.png,0,1,1
Colin_Powell\Colin_Powell_0106.png,2,1,1
Colin_Powell\Colin_Powell_0106.png,4,1,1
Colin_Powell\Colin_Powell_0106.png,6,1,1
Colin_Powell\Colin_Powell_0106.png,8,1,1
Colin_Powell\Colin_Powell_0106.png,10,1,1
Colin_Powell\Colin_Powell_0106.png,12,1,1
Colin_Powell\Colin_Powell_0106.png,15,1,1
Colin_Powell\Colin_Powell_0107.png,0,1,1
Colin_Powell\Colin_Powell_0107.png,2,1,1
Colin_Powell\Colin_Powell_0107.png,4,1,1
Colin_Powell\Colin_Powell_0107.png,6,1,1
Colin_Powell\Colin_Powell_0107.png,8,1,1
Colin_Powell\Colin_Powell_0107.png,10,1,1
Colin_Powell\Colin_Powell_0107.png,12,1,1
Colin_Powell\Colin_Powell_0107.png,15,1,1
Colin_Powell\Colin_Powell_0108.png,0,1,1
Colin_Powell\Colin_Powell_0108.png,2,1,1
Colin_Powell\Colin_Powell_0108.png,4,1,1
Colin_Powell\Colin_Powell_0108.png,6,1,1
Colin_Powell\Colin_Powell_0108.png,8,1,1
Colin_Powell\Colin_Powell_0108.png,10,1,1
Colin_Powell\Colin_Powell_0108.png,12,1,1
Colin_Powell\Colin_Powell_0108.png,15,1,1
Colin_Powell\Colin_Powell_0109.png,0,1,1
Colin_Powell\Colin_Powell_0109.png,2,1,1
Colin_Powell\Colin_Powell_0109.png,4,1,1
Colin_Powell\Colin_Powell_0109.png,6,1,1
Colin_Powell\Colin_Powell_0109.png,8,1,1
Colin_Powell\Colin_Powell_0109.png,10,1,1
Colin_Powell\Colin_Powell_0109.png,12,1,1
Colin_Powell\Colin_Powell_0109.png,15,1,1
Colin_Powell\Colin_Powell_0110.png,0,1,1
Colin_Powell\Colin_Powell_0110.png,2,1,1
Colin_Powell\Colin_Powell_0110.png,4,1,1
Colin_Powell\Colin_Powell_0110.png,6,1,1
Colin_Powell\Colin_Powell_0110.png,8,1,1
Colin_Powell\Colin_Powell_0110.png,10,1,1
Colin_Powell\Colin_Powell_0110.png,12,1,1
Colin_Powell\Colin_Powell_0110.png,15,1,1
Colin_Powell\Colin_Powell_0111.png,0,1,1
Colin_Powell\Colin_Powell_0111.png,2,1,1
Colin_Powell\Colin_Powell_0111.png,4,1,1
Colin_Powell\Colin_Powell_0111.png,6,1,1
Colin_Powell\Colin_Powell_0111.png,8,1,1
Colin_Powell\Colin_Powell_0111.png,10,1,1
Colin_Powell\Colin_Powell_0111.png,12,1,1
Colin_Powell\Colin_Powell_0111.png,15,1,1
Colin_Powell\Colin_Powell_0112.png,0,1,1
Colin_Powell\Colin_Powell_0112.png,2,1,1
Colin_Powell\Colin_Powell_0112.png,4,1,1
Colin_Powell\Colin_Powell_0112.png,6,1,1
Colin_Powell\Colin_Powell_0112.png,8,1,1
Colin_Powell\Colin_Powell_0112.png,10,1,1
Colin_Powell\Colin_Powell_0112.png,12,1,1
Colin_Powell\Colin_Powell_0112.png,15,1,1
Colin_Powell\Colin_Powell_0113.png,0,1,1
Colin_Powell\Colin_Powell_0113.png,2,1,1
Colin_Powell\Colin_Powell_0113.png,4,1,1
Colin_Powell\Colin_Powell_0113.png,6,1,1
Colin_Powell\Colin_Powell_0113.png,8,1,1
Colin_Powell\Colin_Powell_0113.png,10,1,1
Colin_Powell\Colin_Powell_0113.png,12,1,1
Colin_Powell\Colin_Powell_0113.png,15,1,1
Colin_Powell\Colin_Powell_0114.png,0,1,1
Colin_Powell\Colin_Powell_0114.png,2,1,1
Colin_Powell\Colin_Powell_0114.png,4,1,1
Colin_Powell\Colin_Powell_0114.png,6,1,1
Colin_Powell\Colin_Powell_0114.png,8,1,1
Colin_Powell\Colin_Powell_0114.png,10,1,1
Colin_Powell\Colin_Powell_0114.png,12,1,1
Colin_Powell\Colin_Powell_0114.png,15,1,1
Colin_Powell\Colin_Powell_0115.png,0,1,1
Colin_Powell\Colin_Powell_0115.png,2,1,1
Colin_Powell\Colin_Powell_0115.png,4,1,1
Colin_Powell\Colin_Powell_0115.png,6,1,1
Colin_Powell\Colin_Powell_0115.png,8,1,1
Colin_Powell\Colin_Powell_0115.png,10,1,1
Colin_Powell\Colin_Powell_0115.png,12,1,1
Colin_Powell\Colin_Powell_0115.png,15,1,1
Colin_Powell\Colin_Powell_0116.png,0,1,1
