percent,n_pairs,failed_pairs,eer,tar@far=1%,tar@far=0.1%
0,6000,0,0.028999999999999977,0.9706666666666667,0.969
2,6000,0,0.027833333333333307,0.9713333333333334,0.969
4,6000,0,0.027999999999999976,0.9713333333333334,0.969
6,6000,0,0.024999999999999994,0.9713333333333334,0.969
8,6000,0,0.025499999999999995,0.9713333333333334,0.969
10,6000,0,0.025333333333333326,0.9713333333333334,0.969
12,6000,0,0.02516666666666666,0.9713333333333334,0.969
15,6000,0,0.025499999999999995,0.9706666666666667,0.969
