reducer,dim,precision,bits,rank1,rank5,mAP,acc,acc_std
pca,128,binary,128,0.908187134502924,0.9342105263157895,0.9206913572203431,0.9746559697704585,0.005168702012240621
itq,128,binary,128,0.9327485380116959,0.9482456140350877,0.9400406385789621,0.9786842253679996,0.0036792659100880177
pca,256,binary,256,0.9385964912280702,0.947953216374269,0.9432359945409775,0.978181151655293,0.004307866824964101
itq,256,binary,256,0.9485380116959065,0.9532163742690059,0.9506975656736484,0.9805295809599007,0.002627493031825696
none,1536,binary,1536,0.9497076023391813,0.9535087719298245,0.951847422012014,0.9808654334216909,0.00329196278037938
none,1536,int8,12288,0.9505847953216374,0.9546783625730995,0.9525795498404515,0.9806979301787828,0.0033783208906844305
none,1536,fp16,24576,0.9505847953216374,0.9546783625730995,0.9525805703954491,0.9806979301787828,0.0033783208906844305
none,1536,fp32,49152,0.9505847953216374,0.9546783625730995,0.9525805732061177,0.9806979301787828,0.0033783208906844305
