reducer,dim,precision,bits,rank1,rank5,mAP,acc,acc_std
pca,128,binary,128,0.0,0.0,2.3185583960247924e-05,0.9746559697704585,0.005168702012240621
itq,128,binary,128,0.0,0.0,1.8787324272844784e-05,0.9786842253679996,0.0036792659100880177
pca,256,binary,256,0.0,0.0,1.9343506713527763e-05,0.978181151655293,0.004307866824964101
itq,256,binary,256,0.0,0.0,5.1334047316801085e-05,0.9805295809599007,0.002627493031825696
none,1536,binary,1536,0.0018181818181818182,0.0037662337662337664,0.0030824004957775582,0.9808654334216909,0.00329196278037938
none,1536,int8,12288,0.02207792207792208,0.02987012987012987,0.026910315442877485,0.9806979301787828,0.0033783208906844305
none,1536,fp16,24576,0.02194805194805195,0.03,0.02691277386180415,0.9806979301787828,0.0033783208906844305
none,1536,fp32,49152,0.02194805194805195,0.03,0.026911209765149616,0.9806979301787828,0.0033783208906844305
