reducer,dim,precision,bits,acc,acc_std,eer,tar_far0.01,tar_far0.001
pca,128,binary,128,0.9036666666666667,0.012423096769056147,0.117667,0.789333,0.705667
itq,128,binary,128,0.9076666666666666,0.012543258481484517,0.119,0.808667,0.633333
pca,256,binary,256,0.907,0.016258331197676255,0.109,0.810333,0.755667
itq,256,binary,256,0.9228333333333332,0.013313526955694368,0.103667,0.846,0.756667
none,1536,binary,1536,0.9258333333333333,0.012275766552213517,0.098333,0.859,0.823667
none,1536,int8,12288,0.9288333333333332,0.012088791870525728,0.096667,0.87,0.838667
none,1536,fp16,24576,0.9293333333333333,0.01193035344544885,0.097333,0.87,0.838667
none,1536,fp32,49152,0.9293333333333333,0.01193035344544885,0.097333,0.87,0.838667
