reducer,dim,precision,bits,acc,acc_std,eer,tar_far0.01,tar_far0.001
pca,128,binary,128,0.9696764021449529,0.005161692493399655,0.039705,0.948744,0.922613
itq,128,binary,128,0.9728601058986206,0.003947564738835406,0.038365,0.955109,0.923283
pca,256,binary,256,0.9753726687126909,0.004621284526415654,0.037024,0.957789,0.947739
itq,256,binary,256,0.9787227524647848,0.0038276206637705575,0.03736,0.961809,0.956449
none,512,binary,512,0.9773827189639472,0.005096535423159785,0.035852,0.960469,0.955779
none,512,int8,4096,0.9797280586377075,0.003927955639716709,0.033674,0.963149,0.960804
none,512,fp16,8192,0.9797280586377075,0.003927955639716709,0.034009,0.963149,0.960804
none,512,fp32,16384,0.9797280586377075,0.003927955639716709,0.034009,0.963149,0.960804
