reducer,dim,precision,bits,acc,acc_std,eer,tar_far0.01,tar_far0.001
pca,128,binary,128,0.9535714285714286,0.00950295335403579,0.053429,0.909429,0.828571
itq,128,binary,128,0.9648571428571427,0.012142016777643302,0.048143,0.940286,0.899143
pca,256,binary,256,0.9567142857142856,0.009170716483259437,0.051,0.922286,0.881143
itq,256,binary,256,0.9701428571428572,0.009844712659440029,0.042714,0.947429,0.934
none,512,binary,512,0.9692857142857143,0.009902586757499063,0.045143,0.948,0.933429
none,512,int8,4096,0.9737142857142856,0.010482249330196664,0.041143,0.955143,0.948286
none,512,fp16,8192,0.9737142857142856,0.010482249330196664,0.041714,0.955143,0.948571
none,512,fp32,16384,0.9737142857142856,0.010482249330196664,0.041714,0.955143,0.948571
